"idBank";"Dernière mise à jour";"Périodicité";"Puissance";"IDBANK pour sdmx";"Correction";"Activité";"Indicateur";"Unité";"﻿Base de l'indice";"Nature";"Zone géographique"
"010775169";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"90.01 - Arts du spectacle vivant";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775035";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"90.02 - Activités de soutien au spectacle vivant";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774371";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"90.03 - Création artistique";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775210";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"90.04 - Gestion de salles de spectacles";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775145";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"91.01 - Gestion des bibliothèques et des archives";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775218";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"91.02 - Gestion des musées";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775350";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"91.03 - Gestion des sites et monuments historiques et des attractions touristiques similaires";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774977";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"91.04 - Gestion des jardins botaniques et zoologiques et des réserves naturelles";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775132";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"92.00 - Organisation de jeux de hasard et d'argent";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774960";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"93.11 - Gestion d'installations sportives";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774740";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"93.12 - Activités de clubs de sports";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774365";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"93.13 - Activités des centres de culture physique";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774780";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"93.19 - Autres activités liées au sport";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775419";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"93.21 - Activités des parcs d'attractions et parcs à thèmes";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774993";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"93.29 - Autres activités récréatives et de loisirs";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775427";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"95.11 - Réparation d'ordinateurs et d'équipements périphériques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774386";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"95.12 - Réparation d'équipements de communication";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774962";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"95.21 - Réparation de produits électroniques grand public";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775211";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"95.22 - Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774932";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"95.23 - Réparation de chaussures et d'articles en cuir";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774390";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"95.24 - Réparation de meubles et d'équipements du foyer";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774650";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"95.25 - Réparation d'articles d'horlogerie et de bijouterie";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774757";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"95.29 - Réparation d'autres biens personnels et domestiques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774851";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"96.01 - Blanchisserie-teinturerie";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775458";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"96.02 - Coiffure et soins de beauté";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774368";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"96.03 - Services funéraires";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775329";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"96.04 - Entretien corporel";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774783";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"96.09 - Autres services personnels n.c.a.";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775503";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"49 - Transports terrestres et transport par conduites";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775105";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"50 - Transports par eau";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775399";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"51 - Transports aériens";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774798";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"52 - Entreposage et services auxiliaires des transports";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775096";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"53 - Activités de poste et de courrier";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774730";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"55 - Hébergement";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775163";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"56 - Restauration";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775311";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"58 - Édition";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774738";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"59 - Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774524";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"60 - Programmation et diffusion";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774704";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"61 - Télécommunications";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775175";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"62 - Programmation, conseil et autres activités informatiques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774620";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"63 - Services d'information";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775481";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"68 - Activités immobilières";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775271";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"69 - Activités juridiques et comptables";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775426";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"70 - Activités des sièges sociaux ; conseil de gestion";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775338";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775491";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"72 - Recherche-développement scientifique";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775459";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"73 - Publicité et études de marché";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774468";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"74 - Autres activités spécialisées, scientifiques et techniques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775361";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"75 - Activités vétérinaires";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774747";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"77 - Activités de location et location-bail";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775254";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"78 - Activités liées à l'emploi";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774487";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"79 - Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774819";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"80 - Enquêtes et sécurité";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774829";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"81 - Services relatifs aux bâtiments et aménagement paysager";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775494";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"82 - Activités administratives et autres activités de soutien aux entreprises";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774719";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"90 - Activités créatives, artistiques et de spectacle";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774940";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"91 - Bibliothèques, archives, musées et autres activités culturelles";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774815";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"92 - Organisation de jeux de hasard et d'argent";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775298";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"93 - Activités sportives, récréatives et de loisirs";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774725";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"95 - Réparation d'ordinateurs et de biens personnels et domestiques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775239";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"96 - Autres services personnels";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774436";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"49.1 - Transport ferroviaire interurbain de voyageurs";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775332";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"49.2 - Transports ferroviaires de fret";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774753";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"49.3 - Autres transports terrestres de voyageurs";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774346";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"49.4 - Transports routiers de fret et services de déménagement";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774607";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"49.5 - Transports par conduites";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774853";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"50.1 - Transports maritimes et côtiers de passagers";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775082";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"50.3 - Transports fluviaux de passagers";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774675";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"51.1 - Transports aériens de passagers";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774621";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"51.2 - Transports aériens de fret et transports spatiaux";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774331";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"52.1 - Entreposage et stockage";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775429";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"52.2 - Services auxiliaires des transports";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775391";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"53.1 - Activités de poste dans le cadre d'une obligation de service universel";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775059";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"53.2 - Autres activités de poste et de courrier";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775000";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"55.1 - Hôtels et hébergement similaire";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775202";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"55.2 - Hébergement touristique et autre hébergement de courte durée";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774923";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"55.3 - Terrains de camping et parcs pour caravanes ou véhicules de loisirs";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774475";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"55.9 - Autres hébergements";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775420";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"56.1 - Restaurants et services de restauration mobile";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774447";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"56.2 - Traiteurs et autres services de restauration";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775129";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"56.3 - Débits de boissons";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775234";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"58.1 - Édition de livres et périodiques et autres activités d'édition";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775010";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"58.2 - Édition de logiciels";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774482";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"59.1 - Activités cinématographiques, vidéo et de télévision";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775360";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"59.2 - Enregistrement sonore et édition musicale";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775022";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"60.1 - Édition et diffusion de programmes radio";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774695";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"60.2 - Programmation de télévision et télédiffusion";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774866";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"61.1 - Télécommunications filaires";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774476";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"61.2 - Télécommunications sans fil";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774567";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"61.3 - Télécommunications par satellite";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774513";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"61.9 - Autres activités de télécommunication";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774734";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"62.0 - Programmation, conseil et autres activités informatiques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774403";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"63.1 - Traitement de données, hébergement et activités connexes ; portails Internet";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774398";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"63.9 - Autres services d'information";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774336";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"68.1 - Activités des marchands de biens immobiliers";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774663";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"68.2 - Location et exploitation de biens immobiliers propres ou loués";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775225";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"68.3 - Activités immobilières pour compte de tiers";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774525";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"69.1 - Activités juridiques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774594";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"69.2 - Activités comptables";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775348";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"70.1 - Activités des sièges sociaux";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774515";"29/03/2024 08:45";"Mensuelle";"0";"BDM_EUR";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"70.2 - Conseil de gestion";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774834";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"71.1 - Activités d'architecture et d'ingénierie";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774613";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"71.2 - Activités de contrôle et analyses techniques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774410";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"72.1 - Recherche-développement en sciences physiques et naturelles";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774889";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"72.2 - Recherche-développement en sciences humaines et sociales";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775031";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"73.1 - Publicité";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774824";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"73.2 - Études de marché et sondages";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774863";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"74.1 - Activités spécialisées de design";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774372";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"74.2 - Activités photographiques";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010775001";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"74.3 - Traduction et interprétation";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
"010774758";"29/03/2024 08:45";"Mensuelle";"0";"BDM";"Corrigé des variations saisonnières et du nombre de jours ouvrables";"74.9 - Autres activités spécialisées, scientifiques et techniques n.c.a.";"Indice de chiffre d'affaires dans les services";"sans objet";"2021";"Indice en valeur";"France"
